timestamp,cpu_percent,memory_mb
0.001917123794555664,0.0,1395.203125
1.0022859573364258,16.0,1581.4140625
2.0026392936706543,17.7,1723.76171875
3.0030109882354736,19.8,2224.6015625
4.003757476806641,44.2,2269.4765625
5.004374742507935,56.7,2091.00390625
6.004877090454102,57.2,2091.48828125
7.005434036254883,62.2,2132.8671875
8.006028413772583,64.8,2173.296875
9.006441354751587,59.7,2157.55859375
10.006852388381958,57.9,2157.5546875
11.00742220878601,66.2,2195.88671875
12.007790088653564,67.9,2289.3125
13.008396863937378,59.4,2260.25390625
14.00880241394043,59.1,2259.9921875
15.009495973587036,59.0,2260.6640625
16.009873867034912,59.6,2260.87109375
17.01027226448059,60.5,2261.57421875
18.01085662841797,68.5,2352.66796875
19.011207342147827,61.8,2369.12109375
20.011664628982544,59.6,2369.35546875
21.012049436569214,61.5,2370.328125
22.012490034103394,59.5,2371.77734375
23.012869119644165,63.9,2368.5859375
24.013333559036255,62.1,2343.63671875
25.013805627822876,64.3,2372.109375
26.01421570777893,62.8,2348.76171875
27.014620304107666,65.0,2374.046875
28.01498770713806,65.4,2371.46875
29.015414476394653,61.9,2332.76953125
30.01601266860962,65.6,2373.83203125
31.016605138778687,64.2,2354.16015625
32.017021894454956,63.8,2335.57421875
33.01758551597595,63.9,2359.2890625
34.01807165145874,63.6,2342.74609375
35.022438526153564,65.0,2376.3359375
36.02304720878601,61.8,2377.10546875
37.0235116481781,61.1,2377.59765625
38.02391529083252,61.8,2343.0546875
39.02434706687927,64.0,2374.73828125
40.027443170547485,66.1,2368.6015625
41.028146505355835,62.3,2375.41796875
42.02868461608887,61.8,2375.640625
43.02924466133118,61.0,2376.41015625
44.03245210647583,61.8,2336.68359375
45.03504514694214,65.9,2374.796875
46.035388231277466,64.1,2355.62109375
47.035781145095825,63.9,2377.203125
48.0361270904541,63.5,2357.79296875
49.036651611328125,64.4,2371.07421875
50.03719925880432,63.6,2379.53125
51.03762125968933,62.3,2349.671875
52.037999629974365,64.2,2377.16015625
53.038387298583984,64.5,2365.76953125
54.038926124572754,62.5,2337.0390625
55.0414342880249,64.0,2372.75390625
56.042083978652954,63.3,2347.90234375
57.06315755844116,62.7,2377.59765625
58.063719511032104,61.3,2339.28125
59.064167737960815,64.1,2377.78125
60.064687728881836,64.4,2359.19140625
61.065016746520996,61.9,2380.7421875
62.06539845466614,62.2,2350.8828125
63.065791845321655,65.4,2377.80859375
64.06627535820007,61.0,2379.53515625
65.06665658950806,63.6,2357.453125
66.0671215057373,63.2,2382.22265625
67.0682864189148,61.0,2383.21875
68.06900548934937,62.6,2353.05078125
69.06982326507568,64.0,2380.46875
70.07045340538025,61.6,2381.19921875
71.07086277008057,64.9,2367.83984375
72.07142496109009,63.5,2339.10546875
73.07281374931335,64.8,2375.56640625
74.07334661483765,63.8,2353.6875
75.07399249076843,64.9,2377.484375
76.07438373565674,63.0,2339.0078125
77.07494020462036,64.0,2378.13671875
78.07531714439392,63.9,2356.79296875
79.0762071609497,65.4,2381.375
80.0766191482544,60.5,2342.265625
81.07775044441223,63.5,2380.13671875
82.07840728759766,63.4,2356.23828125
83.07891368865967,63.6,2380.07421875
84.07928466796875,61.6,2380.84765625
85.07987213134766,61.8,2382.10546875
86.08024621009827,62.5,2361.6640625
87.08068799972534,62.8,2379.9921875
88.0810809135437,63.8,2378.71484375
89.08148527145386,61.8,2379.19921875
90.08187103271484,61.3,2379.4453125
91.08227849006653,60.8,2381.203125
92.08262920379639,63.0,2359.03515625
93.08304166793823,64.2,2383.31640625
94.08351039886475,65.2,2380.72265625
95.08395147323608,60.5,2380.9375
96.08432412147522,61.5,2381.18359375
97.08494710922241,61.5,2382.66796875
98.08536028862,64.6,2364.47265625
99.08584117889404,61.7,2383.17578125
100.08915829658508,60.7,2383.85546875
101.0895266532898,63.2,2368.14453125
102.08988881111145,63.0,2343.1953125
103.09048175811768,64.9,2378.79296875
104.09114122390747,62.4,2354.53515625
105.0915424823761,62.4,2379.56640625
106.0919578075409,61.5,2381.05859375
107.0923421382904,62.8,2361.30078125
108.09459280967712,62.5,2384.078125
109.0950186252594,61.4,2384.76171875
110.09545612335205,63.6,2374.96875
111.09580063819885,62.2,2345.7890625
112.09619688987732,65.1,2385.8046875
113.09657979011536,63.3,2362.15234375
114.09698820114136,64.1,2385.38671875
115.09750175476074,62.7,2360.71484375
116.09795665740967,63.5,2385.04296875
117.0983350276947,64.7,2385.12890625
118.09897875785828,61.8,2349.97265625
119.09940791130066,61.9,2391.87890625
120.09975481033325,61.2,2379.47265625
121.10014176368713,59.8,2356.29296875
122.10054469108582,60.8,2393.4921875
123.1010353565216,60.1,2367.09375
124.10144710540771,61.0,2389.20703125
125.10182094573975,61.0,2379.35546875
126.10218644142151,60.2,2364.2734375
127.10282850265503,62.3,2391.0859375
128.10332131385803,60.8,2367.90234375
129.10367345809937,60.9,2349.8671875
130.10401678085327,62.1,2387.2265625
131.10440039634705,60.3,2361.234375
132.10477590560913,61.7,2387.8125
133.10511350631714,58.4,2388.33984375
134.10549068450928,61.8,2381.6328125
135.1078269481659,60.2,2349.37109375
136.1081681251526,61.4,2389.15234375
137.10859537124634,58.7,2390.86328125
138.1089494228363,61.3,2375.6015625
139.10939240455627,58.1,2351.546875
140.10983753204346,60.8,2387.2890625
141.11057829856873,60.5,2363.91015625
142.111013174057,61.9,2388.91015625
143.11210870742798,58.1,2367.21484375
144.11259078979492,59.8,2388.5390625
145.11322736740112,61.9,2385.40625
146.11360669136047,59.0,2346.171875
147.11392736434937,62.4,2386.41796875
148.11435103416443,60.8,2367.66796875
149.11474132537842,60.8,2347.19140625
150.1150562763214,61.2,2386.51953125
151.11567163467407,60.4,2388.71484375
152.1160798072815,60.7,2370.0234375
153.1165373325348,59.7,2352.015625
154.11940026283264,61.3,2384.640625
155.1198444366455,60.3,2363.55078125
156.12057161331177,60.8,2387.609375
157.12111568450928,59.7,2388.30078125
158.12143349647522,59.7,2362.24609375
159.121985912323,61.5,2389.6875
160.12232398986816,59.4,2391.171875
161.12281346321106,62.6,2389.51171875
162.1231553554535,58.9,2350.171875
163.1236071586609,61.7,2385.3203125
164.12414979934692,60.7,2362.53125
165.12450075149536,61.7,2370.171875
166.12612581253052,58.6,2377.74609375
167.12649774551392,59.3,2392.29296875
168.12684631347656,59.4,2392.81640625
169.1271834373474,62.2,2378.1328125
170.12810039520264,59.1,2349.86328125
171.12857007980347,53.6,2369.5
172.12901997566223,60.2,2390.8046875
173.12940406799316,61.9,2387.5
174.12981152534485,58.3,2388.984375
175.13020634651184,57.0,2388.984375
176.13059854507446,59.2,2360.35546875
177.13092231750488,60.7,2388.2734375
178.13130521774292,62.5,2389.4296875
179.13164591789246,57.3,2391.39453125
180.13203716278076,58.2,2392.09375
181.13241410255432,54.4,2393.0859375
182.1328318119049,60.2,2363.9609375
183.13325572013855,61.5,2392.2421875
184.13399147987366,59.0,2393.71875
185.13433742523193,61.3,2377.15234375
186.13507676124573,60.5,2346.45703125
187.13558793067932,61.7,2385.76953125
188.13610792160034,56.8,2358.30859375
189.13686680793762,62.1,2385.78515625
190.1372652053833,57.5,2386.3125
191.13763046264648,58.7,2349.421875
192.13801884651184,62.3,2390.3359375
193.13841485977173,60.4,2370.9453125
194.1387758255005,59.7,2352.7265625
195.13921356201172,61.1,2389.53515625
196.1396346092224,59.6,2390.9375
197.140061378479,59.6,2370.66015625
198.1404950618744,61.4,2391.1640625
199.1408715248108,60.1,2375.93359375
200.14123344421387,61.5,2360.86328125
201.14157891273499,62.2,2396.14453125
202.14187622070312,60.5,2373.18359375
203.14227437973022,60.4,2398.2109375
204.14266920089722,59.0,2398.73828125
205.14312148094177,59.7,2374.13671875
206.1435432434082,61.2,2398.578125
207.143892288208,59.4,2375.5625
208.1441946029663,60.9,2380.37890625
209.1446554660797,59.3,2394.13671875
210.14502143859863,59.2,2354.91796875
211.14534091949463,62.3,2394.99609375
212.14565300941467,62.7,2375.9375
213.14616346359253,60.0,2396.30078125
214.14815402030945,57.2,2374.37109375
215.15040683746338,60.1,2396.37109375
216.1508264541626,62.2,2398.04296875
217.15156722068787,60.0,2357.56640625
218.15204286575317,62.4,2394.796875
219.15247654914856,61.4,2386.11328125
220.1529676914215,59.3,2356.5546875
221.1533477306366,61.7,2388.1015625
222.15376210212708,59.8,2394.3515625
223.1541850566864,57.6,2394.3515625
224.15474772453308,62.4,2393.984375
225.15520596504211,60.3,2394.88671875
226.15577626228333,54.4,2396.17578125
227.15672898292542,58.9,2396.17578125
228.15713500976562,57.9,2396.6796875
229.1575427055359,60.1,2373.0078125
230.1579179763794,61.9,2395.6953125
231.15832114219666,63.1,2397.89453125
232.15897583961487,58.2,2359.54296875
233.15946865081787,58.6,2397.6796875
234.15982580184937,57.8,2403.7109375
235.16021847724915,52.2,2405.1875
236.1606297492981,62.4,2409.140625
237.16100645065308,58.0,2409.42578125
238.16176056861877,58.0,2410.93359375
239.1621377468109,59.0,2418.74609375
240.1625988483429,58.3,2420.2734375
241.16300773620605,63.2,2418.234375
242.1639461517334,62.4,2399.91796875
243.16510701179504,60.8,2378.58984375
244.16549968719482,61.2,2413.18359375
245.16616320610046,60.1,2393.79296875
246.16653966903687,61.4,2419.82421875
247.16690707206726,59.0,2424.2578125
248.16724491119385,59.6,2409.5859375
249.16753315925598,61.7,2435.0625
250.16790771484375,60.6,2414.6328125
251.16847729682922,61.1,2402.7578125
252.16907405853271,61.2,2429.83203125
253.16951632499695,61.5,2413.5625
254.17271304130554,62.1,2442.234375
255.17304825782776,58.4,2443.4453125
256.1733965873718,58.2,2443.4453125
257.1737811565399,59.7,2417.328125
258.1740782260895,61.4,2445.203125
259.17438673973083,58.6,2445.72265625
