timestamp,odom_x,odom_y,odom_yaw,slam_x,slam_y,slam_yaw,pos_delta,angle_delta
19.940000,0.065105,0.149907,1.319032,0.065105,0.149907,1.319032,0.000000,0.000000
19.980000,0.066632,0.155962,1.328372,0.066632,0.155962,1.328372,0.000000,0.000000
20.040000,0.068831,0.165123,1.342187,0.068831,0.165123,1.342187,0.000000,0.000000
20.080000,0.070234,0.171282,1.351264,0.070234,0.171282,1.351264,0.000000,0.000000
20.140000,0.072247,0.180598,1.364666,0.072247,0.180598,1.364666,0.000000,0.000000
20.180000,0.073527,0.186858,1.373462,0.073527,0.186858,1.373462,0.000000,0.000000
20.240000,0.075355,0.196321,1.386445,0.075355,0.196321,1.386445,0.000000,0.000000
20.280000,0.076512,0.202679,1.394957,0.076512,0.202679,1.394957,0.000000,0.000000
20.340000,0.078157,0.212285,1.407506,0.078157,0.212285,1.407506,0.000000,0.000000
20.380000,0.079192,0.218735,1.415723,0.079192,0.218735,1.415723,0.000000,0.000000
20.440000,0.080656,0.228484,1.427819,0.080656,0.228484,1.427819,0.000000,0.000000
20.480000,0.081571,0.235025,1.435724,0.081571,0.235025,1.435724,0.000000,0.000000
20.540000,0.082854,0.244900,1.447368,0.082854,0.244900,1.447368,0.000000,0.000000
20.580000,0.083650,0.251526,1.454979,0.083650,0.251526,1.454979,0.000000,0.000000
20.640000,0.084758,0.261535,1.466145,0.084758,0.261535,1.466145,0.000000,0.000000
20.680000,0.085438,0.268243,1.473439,0.085438,0.268243,1.473439,0.000000,0.000000
20.740000,0.086372,0.278373,1.484134,0.086372,0.278373,1.484134,0.000000,0.000000
20.780000,0.086938,0.285160,1.491111,0.086938,0.285160,1.491111,0.000000,0.000000
20.840000,0.087703,0.295400,1.501342,0.087703,0.295400,1.501342,0.000000,0.000000
20.880000,0.088157,0.302269,1.507989,0.088157,0.302269,1.507989,0.000000,0.000000
20.940000,0.088757,0.312620,1.517737,0.088757,0.312620,1.517737,0.000000,0.000000
20.980000,0.089104,0.319560,1.524071,0.089104,0.319560,1.524071,0.000000,0.000000
21.040000,0.089544,0.330016,1.533330,0.089544,0.330016,1.533330,0.000000,0.000000
21.080000,0.089785,0.337020,1.539353,0.089785,0.337020,1.539353,0.000000,0.000000
21.140000,0.090071,0.347583,1.548126,0.090071,0.347583,1.548126,0.000000,0.000000
21.180000,0.090211,0.354653,1.553817,0.090211,0.354653,1.553817,0.000000,0.000000
21.240000,0.090348,0.365307,1.562117,0.090348,0.365307,1.562117,0.000000,0.000000
21.280000,0.090390,0.372442,1.567489,0.090390,0.372442,1.567489,0.000000,0.000000
21.340000,0.090383,0.383188,1.575308,0.090383,0.383188,1.575308,0.000000,0.000000
21.380000,0.090333,0.390383,1.580360,0.090333,0.390383,1.580360,0.000000,0.000000
21.440000,0.090189,0.401217,1.587698,0.090189,0.401217,1.587698,0.000000,0.000000
21.480000,0.090049,0.408469,1.592429,0.090049,0.408469,1.592429,0.000000,0.000000
21.540000,0.089775,0.419388,1.599290,0.089775,0.419388,1.599290,0.000000,0.000000
21.580000,0.089551,0.426698,1.603699,0.089551,0.426698,1.603699,0.000000,0.000000
21.640000,0.089153,0.437698,1.610067,0.089153,0.437698,1.610067,0.000000,0.000000
21.680000,0.088849,0.445057,1.614163,0.088849,0.445057,1.614163,0.000000,0.000000
21.740000,0.088335,0.456141,1.620053,0.088335,0.456141,1.620053,0.000000,0.000000
21.780000,0.087956,0.463550,1.623831,0.087956,0.463550,1.623831,0.000000,0.000000
21.840000,0.087341,0.474565,1.628994,0.018135,0.474286,1.800004,0.069207,0.171010
21.880000,0.086919,0.481678,1.631089,0.016508,0.481223,1.802099,0.070412,0.171010
21.940000,0.086271,0.492299,1.631840,0.014062,0.491579,1.802850,0.072212,0.171010
21.980000,0.085843,0.499357,1.630751,0.012439,0.498460,1.801761,0.073409,0.171010
22.040000,0.085228,0.509924,1.626670,0.010035,0.508769,1.797680,0.075202,0.171010
22.080000,0.084848,0.516967,1.622349,0.008462,0.515644,1.793359,0.076397,0.171010
22.140000,0.084346,0.527542,1.613966,0.006168,0.525980,1.784976,0.078194,0.171010
22.180000,0.084061,0.534608,1.608239,0.004685,0.532894,1.779249,0.079395,0.171010
22.240000,0.083709,0.545233,1.599755,0.002529,0.543304,1.770765,0.081203,0.171010
22.280000,0.083523,0.552334,1.594180,0.001137,0.550270,1.765190,0.082411,0.171010
22.340000,0.083317,0.563013,1.585944,-0.000882,0.560758,1.756954,0.084230,0.171010
22.380000,0.083228,0.570149,1.580545,-0.002184,0.567775,1.751555,0.085446,0.171010
22.440000,0.083167,0.580875,1.572565,-0.004070,0.578334,1.743575,0.087274,0.171010
22.480000,0.083173,0.588043,1.567331,-0.005284,0.585398,1.738341,0.088497,0.171010
22.540000,0.083252,0.598818,1.559610,-0.007040,0.596030,1.730620,0.090335,0.171010
22.580000,0.083351,0.606017,1.554552,-0.008168,0.603141,1.725562,0.091564,0.171010
22.640000,0.083567,0.616840,1.547098,-0.009796,0.613843,1.718108,0.093412,0.171010
22.680000,0.083756,0.624072,1.542227,-0.010841,0.621001,1.713237,0.094647,0.171010
22.740000,0.084102,0.634799,1.534757,-0.032284,0.639721,1.733687,0.116490,0.198930
22.800000,0.084523,0.645228,1.525902,-0.033932,0.650027,1.724832,0.118552,0.198930
22.840000,0.084858,0.652207,1.519814,-0.034983,0.656934,1.718744,0.119934,0.198930
22.880000,0.085236,0.659193,1.513735,-0.035993,0.663858,1.712665,0.121319,0.198930
22.940000,0.085884,0.669703,1.504733,-0.037435,0.674289,1.703663,0.123404,0.198930
22.980000,0.086370,0.676734,1.498848,-0.038348,0.681277,1.697778,0.124801,0.198930
23.040000,0.087178,0.687304,1.490200,-0.039645,0.691798,1.689130,0.126902,0.198930
23.080000,0.087769,0.694370,1.484548,-0.040462,0.698841,1.683478,0.128309,0.198930
23.140000,0.088732,0.704999,1.476254,-0.041618,0.709450,1.675184,0.130426,0.198930
23.180000,0.089425,0.712101,1.470855,-0.042342,0.716550,1.669785,0.131842,0.198930
23.240000,0.090539,0.722781,1.462931,-0.043361,0.727240,1.661861,0.133974,0.198930
23.280000,0.091331,0.729919,1.457769,-0.043995,0.734393,1.656699,0.135400,0.198930
23.340000,0.092590,0.740650,1.450207,-0.044881,0.745161,1.649137,0.137546,0.198930
23.380000,0.093935,0.751412,1.442868,-0.045429,0.752367,1.644220,0.139367,0.201352
23.440000,0.094877,0.758603,1.438098,-0.046187,0.763212,1.637028,0.141140,0.198930
23.480000,0.095856,0.765806,1.433424,-0.046652,0.770466,1.632354,0.142584,0.198930
23.540000,0.097391,0.776637,1.426611,-0.047287,0.781388,1.625541,0.144756,0.198930
23.580000,0.098458,0.783875,1.422199,-0.047671,0.788694,1.621129,0.146209,0.198930
23.640000,0.100122,0.794748,1.415744,-0.048189,0.799681,1.614674,0.148393,0.198930
23.680000,0.101273,0.802012,1.411557,-0.048496,0.807029,1.610487,0.149853,0.198930
23.740000,0.103061,0.812928,1.405451,-0.048901,0.818083,1.604381,0.152049,0.198930
23.780000,0.104292,0.820219,1.401501,-0.049135,0.825474,1.600431,0.153517,0.198930
23.840000,0.106198,0.831177,1.395750,-0.049432,0.836592,1.594680,0.155724,0.198930
23.880000,0.107507,0.838498,1.392045,-0.049596,0.844027,1.590975,0.157200,0.198930
23.940000,0.109525,0.849495,1.386654,-0.049791,0.855207,1.585584,0.159418,0.198930
23.980000,0.110906,0.856840,1.383172,-0.049889,0.862679,1.582102,0.160900,0.198930
24.040000,0.113030,0.867875,1.378118,-0.049987,0.873917,1.577048,0.163129,0.198930
24.100000,0.115215,0.878933,1.373266,-0.050030,0.885188,1.572196,0.165364,0.198930
24.140000,0.116706,0.886319,1.370153,-0.050029,0.892723,1.569083,0.166857,0.198930
24.180000,0.118221,0.893713,1.367127,-0.050004,0.900270,1.566057,0.168353,0.198930
24.240000,0.120541,0.904820,1.362741,-0.051877,0.911442,1.567255,0.172544,0.204514
24.280000,0.122111,0.912206,1.359838,-0.053830,0.918792,1.569936,0.176065,0.210098
24.340000,0.124496,0.923223,1.355253,-0.054821,0.929951,1.568143,0.179444,0.212890
24.400000,0.126932,0.934223,1.350500,-0.054765,0.941218,1.563390,0.181832,0.212890
24.440000,0.128590,0.941571,1.347392,-0.054697,0.948750,1.560282,0.183428,0.212890
24.480000,0.130273,0.948926,1.344361,-0.054606,0.956295,1.557251,0.185026,0.212890
24.540000,0.132844,0.959976,1.339969,-0.054428,0.967638,1.552859,0.187428,0.212890
24.580000,0.134590,0.967357,1.337164,-0.054281,0.975221,1.550054,0.189034,0.212890
24.640000,0.137252,0.978443,1.333119,-0.054021,0.986620,1.546009,0.191448,0.212890
24.680000,0.139055,0.985843,1.330529,-0.053822,0.994234,1.543419,0.193060,0.212890
24.740000,0.141801,0.996960,1.326793,-0.053487,1.005679,1.539683,0.195483,0.212890
24.780000,0.143658,1.004381,1.324410,-0.053240,1.013326,1.537300,0.197101,0.212890
24.840000,0.146482,1.015529,1.320992,-0.052835,1.024819,1.533882,0.199534,0.212890
24.880000,0.148390,1.022974,1.318821,-0.052543,1.032499,1.531711,0.201159,0.212890
24.940000,0.151287,1.034153,1.315717,-0.052074,1.044038,1.528607,0.203601,0.212890
24.980000,0.153241,1.041616,1.313746,-0.051741,1.051745,1.526636,0.205232,0.212890
25.040000,0.156204,1.052825,1.310936,-0.051213,1.063327,1.523826,0.207682,0.212890
25.080000,0.158201,1.060308,1.309158,-0.050842,1.071063,1.522048,0.209319,0.212890
25.140000,0.161226,1.071550,1.306650,-0.050260,1.082691,1.519540,0.211780,0.212890
25.180000,0.163262,1.079052,1.305071,-0.049856,1.090453,1.517961,0.213422,0.212890
25.240000,0.166342,1.090318,1.302825,-0.049226,1.102115,1.515715,0.215890,0.212890
25.280000,0.168412,1.097837,1.301412,-0.048791,1.109902,1.514302,0.217538,0.212890
25.340000,0.171542,1.109131,1.299427,-0.048117,1.121602,1.512317,0.220013,0.212890
25.380000,0.173644,1.116668,1.298185,-0.047655,1.129413,1.511075,0.221666,0.212890
25.440000,0.176820,1.127987,1.296452,-0.046943,1.141148,1.509342,0.224150,0.212890
25.480000,0.178951,1.135542,1.295378,-0.046457,1.148983,1.508268,0.225808,0.212890
25.540000,0.182166,1.146887,1.293882,-0.045711,1.160751,1.506772,0.228298,0.212890
25.580000,0.184322,1.154459,1.292967,-0.045204,1.168608,1.505857,0.229961,0.212890
25.640000,0.187573,1.165830,1.291706,-0.044429,1.180408,1.504596,0.232459,0.212890
25.680000,0.189750,1.173418,1.290939,-0.043903,1.188285,1.503829,0.234126,0.212890
25.740000,0.193032,1.184813,1.289896,-0.043103,1.200116,1.502786,0.236631,0.212890
25.780000,0.195229,1.192418,1.289273,-0.042563,1.208014,1.502163,0.238303,0.212890
25.840000,0.198536,1.203836,1.288444,-0.033588,1.219796,1.490166,0.232672,0.201722
25.880000,0.200757,1.211486,1.288190,-0.024696,1.227499,1.478744,0.226021,0.190554
25.940000,0.204022,1.222742,1.289059,-0.019430,1.238988,1.474029,0.224042,0.184970
25.980000,0.206168,1.230174,1.290488,-0.018688,1.246688,1.475458,0.225462,0.184970
26.040000,0.209363,1.241327,1.293020,-0.017598,1.258238,1.477990,0.227591,0.184970
26.080000,0.211478,1.248768,1.294782,-0.016888,1.265941,1.479752,0.229011,0.184970
26.140000,0.214626,1.259940,1.297437,-0.015848,1.277501,1.482407,0.231143,0.184970
26.180000,0.216709,1.267394,1.299200,-0.015172,1.285211,1.484170,0.232565,0.184970
26.240000,0.219810,1.278585,1.301826,-0.014182,1.296782,1.486796,0.234699,0.184970
26.280000,0.221861,1.286053,1.303561,-0.013539,1.304500,1.488531,0.236122,0.184970
26.340000,0.224916,1.297266,1.306138,-0.012599,1.316083,1.491108,0.238259,0.184970
26.380000,0.226936,1.304747,1.307840,-0.011989,1.323809,1.492810,0.239685,0.184970
26.440000,0.229945,1.315980,1.310368,-0.011098,1.335403,1.495338,0.241824,0.184970
26.480000,0.231936,1.323476,1.312035,-0.010520,1.343137,1.497005,0.243251,0.184970
26.540000,0.234900,1.334729,1.314507,-0.009676,1.354744,1.499477,0.245393,0.184970
26.580000,0.236861,1.342238,1.316140,-0.009129,1.362485,1.501110,0.246822,0.184970
26.640000,0.239779,1.353507,1.318588,-0.008333,1.374099,1.503558,0.248965,0.184970
26.680000,0.241710,1.361024,1.320220,-0.007818,1.381842,1.505190,0.250395,0.184970
26.740000,0.244583,1.372305,1.322668,-0.014309,1.393223,1.500658,0.259736,0.177990
26.780000,0.246483,1.379830,1.324300,-0.013772,1.400966,1.502290,0.261111,0.177990
26.840000,0.249309,1.391123,1.326745,-0.012989,1.412581,1.504735,0.263175,0.177990
26.880000,0.251191,1.398705,1.328190,-0.012479,1.420376,1.506180,0.264560,0.177990
26.940000,0.253997,1.410091,1.330145,-0.011733,1.432080,1.508135,0.266639,0.177990
26.980000,0.255856,1.417687,1.331396,-0.011249,1.439885,1.509386,0.268026,0.177990
27.040000,0.258628,1.429088,1.333238,-0.010539,1.451596,1.511228,0.270107,0.177990
27.100000,0.261379,1.440496,1.335056,-0.009851,1.463311,1.513046,0.272189,0.177990
27.140000,0.263202,1.448106,1.336256,-0.009404,1.471123,1.514246,0.273577,0.177990
27.180000,0.265017,1.455720,1.337447,-0.008967,1.478938,1.515437,0.274966,0.177990
27.240000,0.267722,1.467147,1.339214,-0.008327,1.490664,1.517204,0.277049,0.177990
27.280000,0.269515,1.474769,1.340381,-0.007912,1.498483,1.518371,0.278439,0.177990
27.340000,0.272188,1.486210,1.342113,-0.007307,1.510216,1.520103,0.280524,0.177990
